180327 114345.886|CONFIG|Thread-5|setFileHandlers|Now logging to E:\PC2\Others\pc2Client\bin\logs directory.
180327 114739.523|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114739.523|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1720 JUDGED 6787 min 407262382ms from TEAM368 @ site 1 id Run-6849022331000239635 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114739.523|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1995902805926038732 id JudgementRecord-700457182645063173
180327 114739.523|INFO|Thread-24|info|handlePacket start Packet[RUN_JUDGEMENT] #19592 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114739.523|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #19592 ) handlePacket
180327 114739.523|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114739.523|INFO|Thread-24|dumpPacket|    To: TEAM368 @ site 1
180327 114739.523|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114739.523|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1720 JUDGED 6787 min 407262382ms from TEAM368 @ site 1 id Run-6849022331000239635 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114739.523|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1995902805926038732 id JudgementRecord-700457182645063173
180327 114740.461|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #19592 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114740.945|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #19588 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114858.937|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for S C/C++ file: E:\__CTDL_GT_D16\KIEMTRA\Luyentap4\_UP\S.cpp
180327 114858.937|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 114858.937|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 114859.297|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #19599 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114859.297|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19599 ) recieveObject
180327 114859.297|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114859.297|INFO|Thread-26|dumpPacket|    To: TEAM368 @ site 1
180327 114859.297|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1721 QUEUED_FOR_COMPUTER_JUDGEMENT 6789 min 407344111ms from TEAM368 @ site 1 id Run-5855587432798291026 problem S-3181552981379923295 lang C/C++-1053038229874797985
180327 114859.297|INFO|Thread-26|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #19599 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114859.297|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19599 ) handlePacket
180327 114859.297|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114859.297|INFO|Thread-26|dumpPacket|    To: TEAM368 @ site 1
180327 114859.297|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1721 QUEUED_FOR_COMPUTER_JUDGEMENT 6789 min 407344111ms from TEAM368 @ site 1 id Run-5855587432798291026 problem S-3181552981379923295 lang C/C++-1053038229874797985
180327 114901.234|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #19603 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #19603 ) recieveObject
180327 114901.234|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114901.234|INFO|Thread-27|dumpPacket|    To: TEAM368 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1721 JUDGED 6789 min 407344111ms from TEAM368 @ site 1 id Run-5855587432798291026 problem S-3181552981379923295 lang C/C++-1053038229874797985
180327 114901.234|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord--6402609662821829812
180327 114901.234|INFO|Thread-27|info|handlePacket start Packet[RUN_JUDGEMENT] #19603 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #19603 ) handlePacket
180327 114901.234|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114901.234|INFO|Thread-27|dumpPacket|    To: TEAM368 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114901.234|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1721 JUDGED 6789 min 407344111ms from TEAM368 @ site 1 id Run-5855587432798291026 problem S-3181552981379923295 lang C/C++-1053038229874797985
180327 114901.234|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord--6402609662821829812
180327 114902.188|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #19603 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114903.016|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #19599 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114949.096|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for P C/C++ file: E:\__CTDL_GT_D16\KIEMTRA\Luyentap4\_UP\P.cpp
180327 114949.096|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 114949.112|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 114949.440|INFO|Thread-29|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #19605 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114949.440|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19605 ) recieveObject
180327 114949.440|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114949.440|INFO|Thread-29|dumpPacket|    To: TEAM368 @ site 1
180327 114949.440|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1722 QUEUED_FOR_COMPUTER_JUDGEMENT 6789 min 407394288ms from TEAM368 @ site 1 id Run--5945227952180988894 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114949.440|INFO|Thread-29|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #19605 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114949.440|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19605 ) handlePacket
180327 114949.440|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114949.440|INFO|Thread-29|dumpPacket|    To: TEAM368 @ site 1
180327 114949.455|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1722 QUEUED_FOR_COMPUTER_JUDGEMENT 6789 min 407394288ms from TEAM368 @ site 1 id Run--5945227952180988894 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114951.565|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #19609 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #19609 ) recieveObject
180327 114951.565|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114951.565|INFO|Thread-30|dumpPacket|    To: TEAM368 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1722 JUDGED 6789 min 407394288ms from TEAM368 @ site 1 id Run--5945227952180988894 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114951.565|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord--6849542883252410804
180327 114951.565|INFO|Thread-30|info|handlePacket start Packet[RUN_JUDGEMENT] #19609 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #19609 ) handlePacket
180327 114951.565|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 114951.565|INFO|Thread-30|dumpPacket|    To: TEAM368 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 114951.565|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1722 JUDGED 6789 min 407394288ms from TEAM368 @ site 1 id Run--5945227952180988894 problem P--2634217013964578586 lang C/C++-1053038229874797985
180327 114951.565|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord--6849542883252410804
180327 114952.440|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #19609 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 114953.159|INFO|Thread-29|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #19605 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115154.749|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for I C/C++ file: E:\__CTDL_GT_D16\KIEMTRA\Luyentap4\_UP\I.cpp
180327 115154.749|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 115154.749|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM368 @ site 1 -> SERVER0 @ site 1
180327 115155.093|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #19612 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115155.093|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19612 ) recieveObject
180327 115155.093|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 115155.093|INFO|Thread-32|dumpPacket|    To: TEAM368 @ site 1
180327 115155.093|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1723 QUEUED_FOR_COMPUTER_JUDGEMENT 6791 min 407519939ms from TEAM368 @ site 1 id Run-1664970240255900184 problem I--959126011668314309 lang C/C++-1053038229874797985
180327 115155.093|INFO|Thread-32|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #19612 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115155.093|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #19612 ) handlePacket
180327 115155.093|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 115155.093|INFO|Thread-32|dumpPacket|    To: TEAM368 @ site 1
180327 115155.108|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1723 QUEUED_FOR_COMPUTER_JUDGEMENT 6791 min 407519939ms from TEAM368 @ site 1 id Run-1664970240255900184 problem I--959126011668314309 lang C/C++-1053038229874797985
180327 115159.249|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #19621 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #19621 ) recieveObject
180327 115159.249|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 115159.249|INFO|Thread-33|dumpPacket|    To: TEAM368 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1723 JUDGED 6791 min 407519939ms from TEAM368 @ site 1 id Run-1664970240255900184 problem I--959126011668314309 lang C/C++-1053038229874797985
180327 115159.249|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord-6814455154689708956
180327 115159.249|INFO|Thread-33|info|handlePacket start Packet[RUN_JUDGEMENT] #19621 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #19621 ) handlePacket
180327 115159.249|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (WIN-GAG3RVQSL34 @ 10.99.3.97) (Contest Id: Default--829847041863157114)
180327 115159.249|INFO|Thread-33|dumpPacket|    To: TEAM368 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
180327 115159.249|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 1723 JUDGED 6791 min 407519939ms from TEAM368 @ site 1 id Run-1664970240255900184 problem I--959126011668314309 lang C/C++-1053038229874797985
180327 115159.249|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-7129259154710854308 id JudgementRecord-6814455154689708956
180327 115200.109|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #19621 SERVER0 @ site 1 -> TEAM368 @ site 1
180327 115200.718|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #19612 SERVER0 @ site 1 -> TEAM368 @ site 1
