170422 093623.480|CONFIG|Thread-5|setFileHandlers|Now logging to D:\Neon\ACM~ICPC\pc2Client\bin\logs directory.
170422 101828.436|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 101828.436|INFO|Thread-24|dumpPacket|    To: TEAM16 @ site 1
170422 101828.436|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-293281264867081232
170422 101828.436|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 101828.436|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 292 JUDGED 137 min 8247970ms from TEAM16 @ site 1 id Run--4127518388373298961 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 101828.436|INFO|Thread-24|info|handlePacket start Packet[RUN_JUDGEMENT] #2685 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 101828.436|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #2685 ) handlePacket
170422 101828.452|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 101828.452|INFO|Thread-24|dumpPacket|    To: TEAM16 @ site 1
170422 101828.452|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-293281264867081232
170422 101828.452|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 101828.452|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 292 JUDGED 137 min 8247970ms from TEAM16 @ site 1 id Run--4127518388373298961 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 101829.389|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2685 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102514.578|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI J C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProJ.cpp
170422 102514.594|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 102514.594|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 102514.672|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #2799 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102514.672|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2799 ) recieveObject
170422 102514.672|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 102514.672|INFO|Thread-26|dumpPacket|    To: TEAM16 @ site 1
170422 102514.672|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 306 QUEUED_FOR_COMPUTER_JUDGEMENT 144 min 8656322ms from TEAM16 @ site 1 id Run--5358253076055900780 problem BAI J--870767101389383463 lang C/C++--4422703813555244916
170422 102514.672|INFO|Thread-26|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #2799 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102514.672|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #2799 ) handlePacket
170422 102514.672|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 102514.672|INFO|Thread-26|dumpPacket|    To: TEAM16 @ site 1
170422 102514.672|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 306 QUEUED_FOR_COMPUTER_JUDGEMENT 144 min 8656322ms from TEAM16 @ site 1 id Run--5358253076055900780 problem BAI J--870767101389383463 lang C/C++--4422703813555244916
170422 102515.281|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #2799 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102516.453|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2803 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102516.453|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #2803 ) recieveObject
170422 102516.453|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 102516.453|INFO|Thread-27|dumpPacket|    To: TEAM16 @ site 1
170422 102516.469|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--3052876756074311952 id JudgementRecord-1382470467336322961
170422 102516.469|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 102516.469|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 306 JUDGED 144 min 8656322ms from TEAM16 @ site 1 id Run--5358253076055900780 problem BAI J--870767101389383463 lang C/C++--4422703813555244916
170422 102516.469|INFO|Thread-27|info|handlePacket start Packet[RUN_JUDGEMENT] #2803 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 102516.469|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #2803 ) handlePacket
170422 102516.469|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 102516.469|INFO|Thread-27|dumpPacket|    To: TEAM16 @ site 1
170422 102516.469|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--3052876756074311952 id JudgementRecord-1382470467336322961
170422 102516.469|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 102516.469|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 306 JUDGED 144 min 8656322ms from TEAM16 @ site 1 id Run--5358253076055900780 problem BAI J--870767101389383463 lang C/C++--4422703813555244916
170422 102517.250|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2803 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 103046.032|INFO|Thread-28|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #2897 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 103046.032|INFO|Thread-28|dumpPacket|Packet RUN_JUDGEMENT (Seq #2897 ) recieveObject
170422 103046.048|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 103046.048|INFO|Thread-28|dumpPacket|    To: TEAM16 @ site 1
170422 103046.048|INFO|Thread-28|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-293281264867081232
170422 103046.048|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 103046.048|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 292 JUDGED 137 min 8247970ms from TEAM16 @ site 1 id Run--4127518388373298961 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 103046.048|INFO|Thread-28|info|handlePacket start Packet[RUN_JUDGEMENT] #2897 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 103046.048|INFO|Thread-28|dumpPacket|Packet RUN_JUDGEMENT (Seq #2897 ) handlePacket
170422 103046.048|INFO|Thread-28|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 103046.048|INFO|Thread-28|dumpPacket|    To: TEAM16 @ site 1
170422 103046.048|INFO|Thread-28|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-293281264867081232
170422 103046.048|INFO|Thread-28|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 103046.048|INFO|Thread-28|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 292 JUDGED 137 min 8247970ms from TEAM16 @ site 1 id Run--4127518388373298961 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 103053.907|INFO|Thread-28|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #2897 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104312.269|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI A C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProA.cpp
170422 104312.285|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 104312.285|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 104312.363|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3076 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104312.363|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3076 ) recieveObject
170422 104312.363|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 104312.363|INFO|Thread-30|dumpPacket|    To: TEAM16 @ site 1
170422 104312.363|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 336 QUEUED_FOR_COMPUTER_JUDGEMENT 162 min 9734045ms from TEAM16 @ site 1 id Run--5718006628580556188 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 104312.378|INFO|Thread-30|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3076 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104312.378|INFO|Thread-30|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3076 ) handlePacket
170422 104312.378|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 104312.378|INFO|Thread-30|dumpPacket|    To: TEAM16 @ site 1
170422 104312.378|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 336 QUEUED_FOR_COMPUTER_JUDGEMENT 162 min 9734045ms from TEAM16 @ site 1 id Run--5718006628580556188 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 104313.003|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3076 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104315.941|INFO|Thread-31|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3080 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|Packet RUN_JUDGEMENT (Seq #3080 ) recieveObject
170422 104315.941|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 104315.941|INFO|Thread-31|dumpPacket|    To: TEAM16 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Time Limit Exceeded-1305135909422117712 id JudgementRecord--5893665241184745641
170422 104315.941|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 336 JUDGED 162 min 9734045ms from TEAM16 @ site 1 id Run--5718006628580556188 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 104315.941|INFO|Thread-31|info|handlePacket start Packet[RUN_JUDGEMENT] #3080 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|Packet RUN_JUDGEMENT (Seq #3080 ) handlePacket
170422 104315.941|INFO|Thread-31|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 104315.941|INFO|Thread-31|dumpPacket|    To: TEAM16 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Time Limit Exceeded-1305135909422117712 id JudgementRecord--5893665241184745641
170422 104315.941|INFO|Thread-31|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 104315.941|INFO|Thread-31|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 336 JUDGED 162 min 9734045ms from TEAM16 @ site 1 id Run--5718006628580556188 problem BAI A--8444412745178517809 lang C/C++--4422703813555244916
170422 104317.597|INFO|Thread-31|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3080 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110138.868|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI C C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProC.cpp
170422 110138.884|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110138.884|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110139.212|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3425 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110139.212|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3425 ) recieveObject
170422 110139.212|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110139.228|INFO|Thread-33|dumpPacket|    To: TEAM16 @ site 1
170422 110139.228|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 379 QUEUED_FOR_COMPUTER_JUDGEMENT 180 min 10840684ms from TEAM16 @ site 1 id Run--1760542940998185588 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110139.228|INFO|Thread-33|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3425 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110139.228|INFO|Thread-33|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3425 ) handlePacket
170422 110139.228|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110139.228|INFO|Thread-33|dumpPacket|    To: TEAM16 @ site 1
170422 110139.228|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 379 QUEUED_FOR_COMPUTER_JUDGEMENT 180 min 10840684ms from TEAM16 @ site 1 id Run--1760542940998185588 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110140.165|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3425 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110141.197|INFO|Thread-34|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3429 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110141.197|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #3429 ) recieveObject
170422 110141.197|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110141.212|INFO|Thread-34|dumpPacket|    To: TEAM16 @ site 1
170422 110141.212|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-2205732841505481621
170422 110141.212|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110141.212|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 379 JUDGED 180 min 10840684ms from TEAM16 @ site 1 id Run--1760542940998185588 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110141.212|INFO|Thread-34|info|handlePacket start Packet[RUN_JUDGEMENT] #3429 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110141.212|INFO|Thread-34|dumpPacket|Packet RUN_JUDGEMENT (Seq #3429 ) handlePacket
170422 110141.212|INFO|Thread-34|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110141.212|INFO|Thread-34|dumpPacket|    To: TEAM16 @ site 1
170422 110141.212|INFO|Thread-34|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-2205732841505481621
170422 110141.212|INFO|Thread-34|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110141.212|INFO|Thread-34|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 379 JUDGED 180 min 10840684ms from TEAM16 @ site 1 id Run--1760542940998185588 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110142.087|INFO|Thread-34|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3429 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110709.963|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI C C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProC.cpp
170422 110709.963|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110709.963|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110710.135|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3550 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110710.151|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3550 ) recieveObject
170422 110710.151|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110710.151|INFO|Thread-36|dumpPacket|    To: TEAM16 @ site 1
170422 110710.151|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 393 QUEUED_FOR_COMPUTER_JUDGEMENT 186 min 11171771ms from TEAM16 @ site 1 id Run--2780911834133361245 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110710.151|INFO|Thread-36|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3550 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110710.151|INFO|Thread-36|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3550 ) handlePacket
170422 110710.151|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110710.151|INFO|Thread-36|dumpPacket|    To: TEAM16 @ site 1
170422 110710.151|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 393 QUEUED_FOR_COMPUTER_JUDGEMENT 186 min 11171771ms from TEAM16 @ site 1 id Run--2780911834133361245 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110711.057|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3550 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110712.026|INFO|Thread-37|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3554 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110712.026|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #3554 ) recieveObject
170422 110712.026|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110712.026|INFO|Thread-37|dumpPacket|    To: TEAM16 @ site 1
170422 110712.026|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-5012921343661045873
170422 110712.041|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110712.041|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 393 JUDGED 186 min 11171771ms from TEAM16 @ site 1 id Run--2780911834133361245 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110712.041|INFO|Thread-37|info|handlePacket start Packet[RUN_JUDGEMENT] #3554 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110712.041|INFO|Thread-37|dumpPacket|Packet RUN_JUDGEMENT (Seq #3554 ) handlePacket
170422 110712.041|INFO|Thread-37|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110712.041|INFO|Thread-37|dumpPacket|    To: TEAM16 @ site 1
170422 110712.041|INFO|Thread-37|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Wrong Answer--1256782966689908719 id JudgementRecord-5012921343661045873
170422 110712.041|INFO|Thread-37|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110712.041|INFO|Thread-37|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 393 JUDGED 186 min 11171771ms from TEAM16 @ site 1 id Run--2780911834133361245 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110714.745|INFO|Thread-37|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #3554 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110848.915|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for BAI C C/C++ file: C:\Users\ThaiLe\Desktop\ACM 2017\ACM17-ProC.cpp
170422 110848.930|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110848.930|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM16 @ site 1 -> SERVER0 @ site 1
170422 110849.040|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #3607 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110849.040|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3607 ) recieveObject
170422 110849.055|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110849.055|INFO|Thread-39|dumpPacket|    To: TEAM16 @ site 1
170422 110849.055|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 399 QUEUED_FOR_COMPUTER_JUDGEMENT 187 min 11270745ms from TEAM16 @ site 1 id Run-4788300633763405996 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110849.055|INFO|Thread-39|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #3607 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110849.055|INFO|Thread-39|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #3607 ) handlePacket
170422 110849.055|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110849.055|INFO|Thread-39|dumpPacket|    To: TEAM16 @ site 1
170422 110849.055|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 399 QUEUED_FOR_COMPUTER_JUDGEMENT 187 min 11270745ms from TEAM16 @ site 1 id Run-4788300633763405996 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110849.649|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #3607 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110850.118|INFO|Thread-40|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #3611 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110850.118|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #3611 ) recieveObject
170422 110850.118|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110850.118|INFO|Thread-40|dumpPacket|    To: TEAM16 @ site 1
170422 110850.118|INFO|Thread-40|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No - Compilation Error-4042703601989068377 id JudgementRecord-9125064087285496175
170422 110850.118|INFO|Thread-40|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
170422 110850.118|INFO|Thread-40|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 399 JUDGED 187 min 11270745ms from TEAM16 @ site 1 id Run-4788300633763405996 problem BAI C-3096843853954322496 lang C/C++--4422703813555244916
170422 110850.118|INFO|Thread-40|info|handlePacket start Packet[RUN_JUDGEMENT] #3611 SERVER0 @ site 1 -> TEAM16 @ site 1
170422 110850.118|INFO|Thread-40|dumpPacket|Packet RUN_JUDGEMENT (Seq #3611 ) handlePacket
170422 110850.118|INFO|Thread-40|dumpPacket|  From: SERVER0 @ site 1 (WIN-VKM94GL09JA @ 10.99.3.97) (Contest Id: Default-15984773180745303)
170422 110850.118|INFO|Thread-40|dumpPacket|    To: TEAM16 @ site 1
